rule_id,is_active,priority,txn_kind,fingerprint,description_clean_norm,account_name,source,direction,currency,amount_bucket,payee_canonical,category_target,notes
אלונית_291,True,0,,אלונית,,,,,,,Alonit,Vacation 2024 4000,bootstrap count=1
אלונית_292,True,0,,אלונית,,,,,,,Gas Food,Opher food,bootstrap count=1
אלטשולר_שחם_293,True,0,,אלטשולר שחם,,,,,,,Altshuler Shaham,Pilates,bootstrap count=21
אלטשולר_שחם_294,True,0,,אלטשולר שחם,,,,,,,Excellence,Pilates,bootstrap count=1
אלי_אורן_295,True,0,,אלי אורן,,,,,,,Bake sale,Pocket money,bootstrap count=1
אליזבט_פונצינסקה_296,True,0,,אליזבט פונצינסקה,,,,,,,Isshin Aikido,Aikido,bootstrap count=2
אליטל_297,True,0,,אליטל,,,,,,,Alital,Clothing,bootstrap count=9
אלכסיי_אוציס_298,True,0,,אלכסיי אוציס,,,,,,,Isshin Aikido,Aikido,bootstrap count=1
אלמשהדאוי_קינג_סטור_299,True,0,,אלמשהדאוי קינג סטור,,,,,,,King Store,🛍️Groceries,bootstrap count=1
אלעד_דמרי_300,True,0,,אלעד דמרי,,,,,,,Isshin Aikido,Aikido,bootstrap count=2
אם_שד_יהודית_פי_אם_אי_301,True,0,,אם שד יהודית פי אם אי,,,,,,,Am Pm,🛍️Groceries,bootstrap count=1
אם_שרותי_מזון_בי_אס_302,True,0,,אם שרותי מזון בי אס,,,,,,,Campus Food,Opher food,bootstrap count=2
אם_שרותי_מזון_בי_אס_303,True,0,,אם שרותי מזון בי אס,,,,,,,SBS Food,Going out and restaurants,bootstrap count=2
אם_שרותי_מזון_בי_אס_304,True,0,,אם שרותי מזון בי אס,,,,,,,Airport food,University,bootstrap count=1
אם_שרותי_מזון_בי_אס_305,True,0,,אם שרותי מזון בי אס,,,,,,,Transmeet,University,bootstrap count=1
אמריקן_איגל_306,True,0,,אמריקן איגל,,,,,,,American Eagle,Clothing,bootstrap count=9
אנאגו_אונמי_307,True,0,,אנאגו אונמי,,,,,,,Onami Tel Aviv,Birthdays,bootstrap count=1
אניטה_גלידה_308,True,0,,אניטה גלידה,,,,,,,Anita Ice Cream,Going out and restaurants,bootstrap count=2
אס_309,True,0,,אס,,,,,,,AS 98 Shoes,Clothing,bootstrap count=1
אפן_אפן_הגבעה_הצרפתית_310,True,0,,אפן אפן הגבעה הצרפתית,,,,,,,Japan Japan Jerusalem,Going out and restaurants,bootstrap count=1
אצל_גוטה_קפה_ומעדניה_311,True,0,,אצל גוטה קפה ומעדניה,,,,,,,Etzel Guta Matan,Going out and restaurants,bootstrap count=1
אר_סלולר_אי1_312,True,0,,אר סלולר אי1,,,,,,,Er Selular,House and stuff,bootstrap count=1
אר_קפה_רחובות_313,True,0,,אר קפה רחובות,,,,,,,ArCaffe Rehovot,Opher food,bootstrap count=1
ארומה_314,True,0,,ארומה,,,,,,,Aroma,Opher food,bootstrap count=32
ארומה_315,True,0,,ארומה,,,,,,,Aroma,Going out and restaurants,bootstrap count=17
ארומה_316,True,0,,ארומה,,,,,,,Aroma Dizengoff Center,Going out and restaurants,bootstrap count=2
ארומה_317,True,0,,ארומה,,,,,,,Campus Food,Opher food,bootstrap count=2
ארומה_318,True,0,,ארומה,,,,,,,Aroma Ashdod,Going out and restaurants,bootstrap count=1
ארומה_319,True,0,,ארומה,,,,,,,Stopper Locks,Unplanned extra expense,bootstrap count=1
ארומה_320,True,0,,ארומה,,,,,,,Tulitul Bakery,Going out and restaurants,bootstrap count=1
אריכא_סביח_אגריפס_321,True,0,,אריכא סביח אגריפס,,,,,,,Aricha Sabich Jerusalem,Opher food,bootstrap count=1
ב3_חנות_נוחות_מרקט_322,True,0,,ב3 חנות נוחות מרקט,,,,,,,Market,🛍️Groceries,bootstrap count=1
באבא_שווארמה_323,True,0,,באבא שווארמה,,,,,,,Shwarma,Going out and restaurants,bootstrap count=1
באג_324,True,0,,באג,,,,,,,Bug,House and stuff,bootstrap count=3
באלה_חומוס_325,True,0,,באלה חומוס,,,,,,,Baleh Humus Rakefet,Opher food,bootstrap count=1
באלה_חומוס_326,True,0,,באלה חומוס,,,,,,,Baleh Humus Rakefet,🛍️Groceries,bootstrap count=1
באר_שבע_ביג_327,True,0,,באר שבע ביג,,,,,,,Rami Levi,🛍️Groceries,bootstrap count=7
בארים_ומשקאות_באירועים_329,True,0,,בארים ומשקאות באירועים,,,,,,,Hotzot Hayotser Food Jerusalem,Summer 2024 8000,bootstrap count=1
באשר_פרומז_רי_330,True,0,,באשר פרומז רי,,,,,,,Basher,🛍️Groceries,bootstrap count=2
באשר_פרומז_רי_331,True,0,,באשר פרומז רי,,,,,,,Basher,Birthdays,bootstrap count=1
בהס_דגניה_332,True,0,,בהס דגניה,,,,,,,Dganya,School 2500 Dec,bootstrap count=2
בוטיק_דגים_333,True,0,,בוטיק דגים,,,,,,,Fish boutique,🛍️Groceries,bootstrap count=4
בוטיק_דגים_334,True,0,,בוטיק דגים,,,,,,,Fish boutique,Bat Mitzvah 17000,bootstrap count=1
בועות_שירותי_כביסה_335,True,0,,בועות שירותי כביסה,,,,,,,Soap suds laundry,House and stuff,bootstrap count=1
בועז_נחייסי_336,True,0,,בועז נחייסי,,,,,,,Boaz,Pilates,bootstrap count=6
בוקאיט_תיירות_ואטרקציות_337,True,0,,בוקאיט תיירות ואטרקציות,,,,,,,Bookit attractions,Going out and restaurants,bootstrap count=2
בוקאיט_תיירות_ואטרקציות_338,True,0,,בוקאיט תיירות ואטרקציות,,,,,,,Lehem Hemed,🛍️Groceries,bootstrap count=1
בורגוס_קציר_שדה_339,True,0,,בורגוס קציר שדה,,,,,,,Bbb,Going out and restaurants,bootstrap count=4
בטוח_לאומי_340,True,0,,בטוח לאומי,,,,,,,Bituach Leumi,Pilates,bootstrap count=2
בטוח_לאומי_341,True,0,,בטוח לאומי,,,,,,,Bituach Leumi,Ready to Assign,bootstrap count=2
בי_פרש_בן_יהודה_342,True,0,,בי פרש בן יהודה,,,,,,,Be Fresh Midrahov Jerusalem,Summer 2024 8000,bootstrap count=1
בי_פרש_בן_יהודה_343,True,0,,בי פרש בן יהודה,,,,,,,Turkish coffee Jerusalem,Summer 2024 8000,bootstrap count=1
ביאליק_344,True,0,,ביאליק,,,,,,,Bialek 26,Going out and restaurants,bootstrap count=5
ביאליק_345,True,0,,ביאליק,,,,,,,Bialik,Going out and restaurants,bootstrap count=2
ביאליק_346,True,0,,ביאליק,,,,,,,Subject payment,University,bootstrap count=1
ביהס_דגניה_רשות_347,True,0,,ביהס דגניה רשות,,,,,,,Dganya Rent,Aikido,bootstrap count=1
ביו_גאיה_348,True,0,,ביו גאיה,,,,,,,Bio Gaya,House and stuff,bootstrap count=1
ביוטי_349,True,0,,ביוטי,,,,,,,Beauty Center,Clothing,bootstrap count=2
ביוטיקייר_350,True,0,,ביוטיקייר,,,,,,,Beautycare Big,Clothing,bootstrap count=1
ביוטיקייר_351,True,0,,ביוטיקייר,,,,,,,Beautycare Big,Danielle,bootstrap count=1
בייתי_דיזינגוף_352,True,0,,בייתי דיזינגוף,,,,,,,BuyTea Dizengoff,Going out and restaurants,bootstrap count=1
ביר_פוינט_353,True,0,,ביר פוינט,,,,,,,Beer Point,Going out and restaurants,bootstrap count=2
בית_הבאגט_כהן_354,True,0,,בית הבאגט כהן,,,,,,,Beit Habaget,🛍️Groceries,bootstrap count=45
בית_המלבי_355,True,0,,בית המלבי,,,,,,,Beit Hamalabi Acco,Birthdays,bootstrap count=1
בית_הפול_356,True,0,,בית הפול,,,,,,,Beit Haful,Going out and restaurants,bootstrap count=1
בית_הפול_האוניברסיטה_357,True,0,,בית הפול האוניברסיטה,,,,,,,Campus Food,Opher food,bootstrap count=1
בית_הפנקייק_358,True,0,,בית הפנקייק,,,,,,,Beit Hapankeik Em Hadereh,Going out and restaurants,bootstrap count=1
בית_הפנקייק_359,True,0,,בית הפנקייק,,,,,,,Pancake house,Birthdays,bootstrap count=1
בית_חולים_וטרינרי_360,True,0,,בית חולים וטרינרי,,,,,,,Bialik vet,Pets,bootstrap count=6
בית_יציב_361,True,0,,בית יציב,,,,,,,Maof,Chugim,bootstrap count=2
בית_יציב_362,True,0,,בית יציב,,,,,,,beit yatziv,Chugim,bootstrap count=2
בית_יציב_363,True,0,,בית יציב,,,,,,,Maof,School 2500 Dec,bootstrap count=1
בית_מאפה_נורית_364,True,0,,בית מאפה נורית,,,,,,,Bei Mafe,🛍️Groceries,bootstrap count=1
בית_מרקחת_מגאר_טורעאן_365,True,0,,בית מרקחת מגאר טורעאן,,,,,,,Pharmacy Magar,Medical,bootstrap count=1
בית_מרקחת_מכבי_366,True,0,,בית מרקחת מכבי,,,,,,,Maccabi Pharm,Medical,bootstrap count=2
בליקר_בייקרי_369,True,0,,בליקר בייקרי,,,,,,,Bleeker,University,bootstrap count=1
בליקר_בייקרי_370,True,0,,בליקר בייקרי,,,,,,,Bleeker,🛍️Groceries,bootstrap count=1
בליקר_בייקרי_371,True,0,,בליקר בייקרי,,,,,,,Bleeker Bakery Airport,Bulgaria July 2025,bootstrap count=1
במכשיר_הפועלים_מזומן_נמשך_מכרטיס_המסתיים_372,True,0,,במכשיר הפועלים מזומן נמשך מכרטיס המסתיים,,,,,,,Transfer : Cash,,bootstrap count=1
בן_דוד_ענת_שיננית_373,True,0,,בן דוד ענת שיננית,,,,,,,David Anat Hygienist,Medical,bootstrap count=5
בן_דוד_ענת_שיננית_374,True,0,,בן דוד ענת שיננית,,,,,,,Hygienist,Medical,bootstrap count=1
בן_זינו_אינסטלציה_ושי_375,True,0,,בן זינו אינסטלציה ושי,,,,,,,Ben Zino Plumbing,Unplanned extra expense,bootstrap count=1
בנדיקט_376,True,0,,בנדיקט,,,,,,,Benedict Beer Sheva,Going out and restaurants,bootstrap count=1
בנה_הזמנת_מט_377,True,0,,בנה הזמנת מט,,,,,,,Airport Change,Bulgaria July 2025,bootstrap count=2
בנק_הדואר_378,True,0,,בנק הדואר,,,,,,,Isshin Aikido,Aikido,bootstrap count=2
בנק_הפועלים_379,True,0,,בנק הפועלים,,,,,,,Isshin Aikido,Aikido,bootstrap count=18
בנק_הפועלים_380,True,0,,בנק הפועלים,,,,,,,Poalim,University,bootstrap count=2
בנק_הפועלים_381,True,0,,בנק הפועלים,,,,,,,Kosher Kravi,Chugim,bootstrap count=1
בנק_מזרחי_382,True,0,,בנק מזרחי,,,,,,,Isshin Aikido,Aikido,bootstrap count=1
בעיר_הבלוק7_383,True,0,,בעיר הבלוק7,,,,,,,Minimarket 7 BaIr,🛍️Groceries,bootstrap count=2
בעיר_תקוע7_384,True,0,,בעיר תקוע7,,,,,,,Minimarket 7 BaIr,🛍️Groceries,bootstrap count=4
בעיר7_385,True,0,,בעיר7,,,,,,,Kvutzat Hahim,🛍️Groceries,bootstrap count=1
בעיר7_רשת_386,True,0,,בעיר7 רשת,,,,,,,Minimarket 7 BaIr,🛍️Groceries,bootstrap count=13
בעיר7_רשת_387,True,0,,בעיר7 רשת,,,,,,,Kvutzat Hahim,🛍️Groceries,bootstrap count=4
בעיר7_רשת_388,True,0,,בעיר7 רשת,,,,,,,Minimarket 7 BaIr,Aikido,bootstrap count=1
בעיר7_רשת_389,True,0,,בעיר7 רשת,,,,,,,Rami Levi,🛍️Groceries,bootstrap count=1
בעמ1_אדיר_בעיר_390,True,0,,בעמ1 אדיר בעיר,,,,,,,Adir,🛍️Groceries,bootstrap count=1
בעמ7_באולינג_391,True,0,,בעמ7 באולינג,,,,,,,Bowling,Birthdays,bootstrap count=1
בריאותא_392,True,0,,בריאותא,,,,,,,Briuta,Medical,bootstrap count=2
ברפוט_התנועה_הטבעית_393,True,0,,ברפוט התנועה הטבעית,,,,,,,Barefoot Natural Motion Tel Aviv,Clothing,bootstrap count=2
ברפוט_התנועה_הטבעית_394,True,0,,ברפוט התנועה הטבעית,,,,,,,Barefoot lady comfort,Clothing,bootstrap count=1
ברשקה_395,True,0,,ברשקה,,,,,,,Bareshka,Clothing,bootstrap count=1
ברשקה_396,True,0,,ברשקה,,,,,,,Bershka,Clothing,bootstrap count=1
בשירי_מרדכי_ובניו_397,True,0,,בשירי מרדכי ובניו,,,,,,,Bashiri,House and stuff,bootstrap count=1
בתי_קולנוע_398,True,0,,בתי קולנוע,,,,,,,Lev Movies,Going out and restaurants,bootstrap count=1
בתי_קולנוע_399,True,0,,בתי קולנוע,,,,,,,Movie Food,Going out and restaurants,bootstrap count=1
בתי_קולנוע_400,True,0,,בתי קולנוע,,,,,,,Movies,Going out and restaurants,bootstrap count=1
בתי_קולנוע_401,True,0,,בתי קולנוע,,,,,,,Yes Planet,Going out and restaurants,bootstrap count=1
גברת_רביע_402,True,0,,גברת רביע,,,,,,,Gveret Ravia,Going out and restaurants,bootstrap count=1
גוד_פארם_סינמה_סיטי_403,True,0,,גוד פארם סינמה סיטי,,,,,,,Goodpharm,🛍️Groceries,bootstrap count=1
גולדה_404,True,0,,גולדה,,,,,,,Golda,Going out and restaurants,bootstrap count=26
גולדה_405,True,0,,גולדה,,,,,,,Golda Ice cream,Going out and restaurants,bootstrap count=10
גולדה_406,True,0,,גולדה,,,,,,,Golda Ice cream,🛍️Groceries,bootstrap count=2
גולדה_407,True,0,,גולדה,,,,,,,Golda,🛍️Groceries,bootstrap count=1
גולדה_408,True,0,,גולדה,,,,,,,Golda Ice cream,Bat Mitzvah 17000,bootstrap count=1
גולדה_409,True,0,,גולדה,,,,,,,Golda Tel Aviv,Going out and restaurants,bootstrap count=1
גולן_טלקום_410,True,0,,גולן טלקום,,,,,,,Golan telecom,Internet,bootstrap count=3
גומבה_411,True,0,,גומבה,,,,,,,Goomba,Going out and restaurants,bootstrap count=7
גומבה_412,True,0,,גומבה,,,,,,,Food machine,🛍️Groceries,bootstrap count=1
גומבה_413,True,0,,גומבה,,,,,,,Tulitul Bakery,Going out and restaurants,bootstrap count=1
גומעה_414,True,0,,גומעה,,,,,,,Gomaa Sde Boker,Summer 2024 8000,bootstrap count=1
גוניור_פיצה_415,True,0,,גוניור פיצה,,,,,,,Junior Pizza Jerusalem,Going out and restaurants,bootstrap count=1
גוסטה_פיצה_416,True,0,,גוסטה פיצה,,,,,,,Gusta Pizza,Mikael,bootstrap count=1
גוסי_שיווק_והפצה_417,True,0,,גוסי שיווק והפצה,,,,,,,Juicy,🛍️Groceries,bootstrap count=5
גיד_יס_שיווק_418,True,0,,גיד יס שיווק,,,,,,,Gidgis,Clothing,bootstrap count=1
גיד_יס_שיווק_419,True,0,,גיד יס שיווק,,,,,,,Gidgis,Pilates,bootstrap count=1
גידולי_רוני_420,True,0,,גידולי רוני,,,,,,,Gidolei Roni Thai Food,Birthdays,bootstrap count=1
גיזה_421,True,0,,גיזה,,,,,,,Giza Bar,Going out and restaurants,bootstrap count=3
גלי_סופרסטור_422,True,0,,גלי סופרסטור,,,,,,,Gali,Clothing,bootstrap count=2
גלידת_נווה_צדק_423,True,0,,גלידת נווה צדק,,,,,,,Neve Tzedek Ice Cream Tel Aviv,Going out and restaurants,bootstrap count=1
גלית_פלג_אורתודונטיה_424,True,0,,גלית פלג אורתודונטיה,,,,,,,Galit Ortodent,Danielle Braces,bootstrap count=1
גלית_פלג_אורתודונטיה_425,True,0,,גלית פלג אורתודונטיה,,,,,,,Galit Ortodent,Medical,bootstrap count=1
גלית_פלג_אורתודונטיה_426,True,0,,גלית פלג אורתודונטיה,,,,,,,Galit Ortodent,Mikael teenager 20000,bootstrap count=1
גלריה_סול_427,True,0,,גלריה סול,,,,,,,Galeria Sol,Pilates,bootstrap count=1
גן_החיות_התנכי_בירושלים_428,True,0,,גן החיות התנכי בירושלים,,,,,,,Aquarium Jerusalem,Summer 2024 8000,bootstrap count=1
גרואו_פיימנט_429,True,0,,גרואו פיימנט,,,,,,,Grow,Aikido,bootstrap count=2
גרואו_פיימנט_430,True,0,,גרואו פיימנט,,,,,,,Grow Isshin Aikido,Aikido,bootstrap count=2
גרואו_פיימנט_431,True,0,,גרואו פיימנט,,,,,,,Grow,Pilates,bootstrap count=1
גרואו_פיימנט_432,True,0,,גרואו פיימנט,,,,,,,Grow Pilates,Pilates,bootstrap count=1
גרואו_פיימנט_433,True,0,,גרואו פיימנט,,,,,,,Isshin Aikido,Aikido,bootstrap count=1
דבורה_מילכיקר_434,True,0,,דבורה מילכיקר,,,,,,,Isshin Aikido,Aikido,bootstrap count=1
דביר_מצנחי_רחיפה_435,True,0,,דביר מצנחי רחיפה,,,,,,,Dvir Parachutes,Birthdays,bootstrap count=2
דו_יוגה_436,True,0,,דו יוגה,,,,,,,Du Yoga,Chugim,bootstrap count=8
דובשנית_437,True,0,,דובשנית,,,,,,,Duvshonit Jerusalem,Summer 2024 8000,bootstrap count=1
דוד_לוי_חלקי_חילוף_438,True,0,,דוד לוי חלקי חילוף,,,,,,,David Levi Auto Parts,Auto Maintenance,bootstrap count=2
דוכן_אוכל_439,True,0,,דוכן אוכל,,,,,,,Hotzot Hayotser Food Jerusalem,Summer 2024 8000,bootstrap count=1
דוכן_גן_שמואל_440,True,0,,דוכן גן שמואל,,,,,,,Gan Shmuel,Going out and restaurants,bootstrap count=1
דור_עמוס_ורנו_444,True,0,,דור עמוס ורנו,,,,,,,Isshin Aikido,Aikido,bootstrap count=1
דיפונט_דיזינגוף_445,True,0,,דיפונט דיזינגוף,,,,,,,Deponet Dizengoff Center,Pocket money,bootstrap count=1
דלתא_450,True,0,,דלתא,,,,,,,Delta,Clothing,bootstrap count=7
דלתא_451,True,0,,דלתא,,,,,,,Delta,Birthdays,bootstrap count=1
דלתא_452,True,0,,דלתא,,,,,,,Delta,House and stuff,bootstrap count=1
דמירל_חומרי_בנין_453,True,0,,דמירל חומרי בנין,,,,,,,Demirol,House and stuff,bootstrap count=5
דן_דיל_454,True,0,,דן דיל,,,,,,,Dan Dil,House and stuff,bootstrap count=4
דן_דיל_455,True,0,,דן דיל,,,,,,,Dan Deal,House and stuff,bootstrap count=2
דן_דיל_456,True,0,,דן דיל,,,,,,,Dan Dil,Birthdays,bootstrap count=1
דן_דיל_457,True,0,,דן דיל,,,,,,,Supersal,🛍️Groceries,bootstrap count=1
דנה_חופשי_458,True,0,,דנה חופשי,,,,,,,Isshin Aikido,Aikido,bootstrap count=1
דנט_פנורל_459,True,0,,דנט פנורל,,,,,,,Panoral,Medical,bootstrap count=1
דר_לורה_מעוז_460,True,0,,דר לורה מעוז,,,,,,,Laura Maoz Dentist,Medical,bootstrap count=6
דרכי_נעם_461,True,0,,דרכי נעם,,,,,,,Way of Noam,Pilates,bootstrap count=2
דרכי_נעם_462,True,0,,דרכי נעם,,,,,,,Noam Geva,Pilates,bootstrap count=1
האחים_463,True,0,,האחים,,,,,,,HaAhim Tel Aviv,Going out and restaurants,bootstrap count=1
האיגוד_הישראלי_לשחמט_464,True,0,,האיגוד הישראלי לשחמט,,,,,,,Chess,Chugim,bootstrap count=1
האיש_והעגלה_465,True,0,,האיש והעגלה,,,,,,,HaIsh VeHaAgala Tzivon,Summer 2025,bootstrap count=2
האני_466,True,0,,האני,,,,,,,Hani Center,House and stuff,bootstrap count=1
הבוטקה_בתחנה_467,True,0,,הבוטקה בתחנה,,,,,,,Habutke First Train Jerusalem,Summer 2024 8000,bootstrap count=4
הדבשת_469,True,0,,הדבשת,,,,,,,Hadaveshet,Birthdays,bootstrap count=2
הדבשת_470,True,0,,הדבשת,,,,,,,Hadaveshet,Going out and restaurants,bootstrap count=2
הודו_הקטנה_471,True,0,,הודו הקטנה,,,,,,,Little India,Going out and restaurants,bootstrap count=4
הודיס_472,True,0,,הודיס,,,,,,,Hoodies,Clothing,bootstrap count=6
הזמנה_משלוח_אוכל_473,True,0,,הזמנה משלוח אוכל,,,,,,,Food order,Going out and restaurants,bootstrap count=1
החומוס_של_טחינה_474,True,0,,החומוס של טחינה,,,,,,,Humus Shel HaTahina,Aikido,bootstrap count=1
החומוס_של_טחינה_475,True,0,,החומוס של טחינה,,,,,,,Humus Shel HaTahina,Opher food,bootstrap count=1
החוף_הירוק_חוקוק_חניון_476,True,0,,החוף הירוק חוקוק חניון,,,,,,,Huquq Beach,Vacation 2024 4000,bootstrap count=6
החזר_הוצאה_yixin_wan_477,True,0,,החזר הוצאה yixin wan,,,,,,,Yixin Wan,University,bootstrap count=1
החזר_פריים_478,True,0,,החזר פריים,,,,,,,Interest,Ready to Assign,bootstrap count=2
החזר_פריים_479,True,0,,החזר פריים,,,,,,,Tax refund,Investment income and expenses,bootstrap count=2
החלוץ_480,True,0,,החלוץ,,,,,,,Hahalutz 33,Going out and restaurants,bootstrap count=2
החצ_פוריה_481,True,0,,החצ פוריה,,,,,,,Hahatzporia Jerusalem,Summer 2024 8000,bootstrap count=1
החצ_פוריה_482,True,0,,החצ פוריה,,,,,,,Hatsporya Jerusalem,Summer 2024 8000,bootstrap count=1
הטורקי_מצפה_רמון_483,True,0,,הטורקי מצפה רמון,,,,,,,The Turk Mitzpe Ramon,Going out and restaurants,bootstrap count=1
היי_קוקי_484,True,0,,היי קוקי,,,,,,,Hey cookie,Going out and restaurants,bootstrap count=1
היי_קוקי_485,True,0,,היי קוקי,,,,,,,Hey cookie,🛍️Groceries,bootstrap count=1
היפר_טוי_486,True,0,,היפר טוי,,,,,,,Hyper Toys,Gifts,bootstrap count=2
היפר_טוי_487,True,0,,היפר טוי,,,,,,,Hyper Toys,Birthdays,bootstrap count=1
הירוק_488,True,0,,הירוק,,,,,,,Felafel Hayarok,Going out and restaurants,bootstrap count=8
הירוק_השלום_489,True,0,,הירוק השלום,,,,,,,Felafel Hayarok,Going out and restaurants,bootstrap count=1
הירקניה_שלי_490,True,0,,הירקניה שלי,,,,,,,Vegetable Sheli,🛍️Groceries,bootstrap count=57
הירקניה_שלי_491,True,0,,הירקניה שלי,,,,,,,The yarkanya,🛍️Groceries,bootstrap count=2
הירקניה_שלי_492,True,0,,הירקניה שלי,,,,,,,Beit Hapaham,🛍️Groceries,bootstrap count=1
הכל_לאופה_ולמטבח_493,True,0,,הכל לאופה ולמטבח,,,,,,,Hakol laofeh,Birthdays,bootstrap count=1
הכלב_במושב_מקסימוס_494,True,0,,הכלב במושב מקסימוס,,,,,,,Hakelev Bamoshav,Kelev Bamoshav 1500 August,bootstrap count=3
הכלב_במושב_מקסימוס_495,True,0,,הכלב במושב מקסימוס,,,,,,,Hakelev Bamoshav,Pets,bootstrap count=1
הכנאפה_הטורקית_496,True,0,,הכנאפה הטורקית,,,,,,,Haknafe Haturki First train jerusalem,Summer 2024 8000,bootstrap count=4
הלחם_של_תומר_תלפיות_497,True,0,,הלחם של תומר תלפיות,,,,,,,Halehem Shel Tomer,Opher food,bootstrap count=1
הלחם_של_תומר_תלפיות_498,True,0,,הלחם של תומר תלפיות,,,,,,,Halehem Shel Tomer,🛍️Groceries,bootstrap count=1
הליקרים_של_אבן_רם_499,True,0,,הליקרים של אבן רם,,,,,,,Lickers Jerusalem,Summer 2024 8000,bootstrap count=1
הליקרים_של_אבן_רם_500,True,0,,הליקרים של אבן רם,,,,,,,Tarantino Jerusalem,Summer 2024 8000,bootstrap count=1
המדור_כושר_קרבי_501,True,0,,המדור כושר קרבי,,,,,,,Hamador fighting fitness,Mikael teenager 20000,bootstrap count=1
המדור_כושר_קרבי_502,True,0,,המדור כושר קרבי,,,,,,,Kosher Kravi,Chugim,bootstrap count=1
המוסד_לביטוח_לאומי_503,True,0,,המוסד לביטוח לאומי,,,,,,,Bituach Leumi,Pilates,bootstrap count=5
המוסד_לביטוח_לאומי_504,True,0,,המוסד לביטוח לאומי,,,,,,,Bituach Leumi,Unplanned extra expense,bootstrap count=1
המזנון_שרונה_505,True,0,,המזנון שרונה,,,,,,,Hamiznon Sarona,Going out and restaurants,bootstrap count=4
המכולת_שלי_דרך_הים_506,True,0,,המכולת שלי דרך הים,,,,,,,Makolet,🛍️Groceries,bootstrap count=1
המכללה_לחינוך_גופני_507,True,0,,המכללה לחינוך גופני,,,,,,,Wingate College,Pilates,bootstrap count=1
המקסיקני_אוניברסיטת_בן_גו_508,True,0,,המקסיקני אוניברסיטת בן גו,,,,,,,Campus Food,Opher food,bootstrap count=1
המקסיקני_אוניברסיטת_בן_גו_509,True,0,,המקסיקני אוניברסיטת בן גו,,,,,,,Mexicani,Going out and restaurants,bootstrap count=1
המרכז_לאומן_פטו_510,True,0,,המרכז לאומן פטו,,,,,,,Hamerkaz Loman,House and stuff,bootstrap count=1
המרכז_לחינוך_סייבר_511,True,0,,המרכז לחינוך סייבר,,,,,,,Cyber Education Center,Chugim,bootstrap count=1
המתססה_512,True,0,,המתססה,,,,,,,Hamatsesah,Going out and restaurants,bootstrap count=1
המתססה_513,True,0,,המתססה,,,,,,,Hamatsesah,House and stuff,bootstrap count=1
העיראקי_514,True,0,,העיראקי,,,,,,,HaIraqi,Going out and restaurants,bootstrap count=1
העמדת_הלואה_515,True,0,,העמדת הלואה,,,,,,,Loan Pilates,Pilates,bootstrap count=1
הפועלים_הפיתה_של_יוסי_516,True,0,,הפועלים הפיתה של יוסי,,,,,,,Hapita Shel Yossi,Going out and restaurants,bootstrap count=1
הפינה_של_ישראל_517,True,0,,הפינה של ישראל,,,,,,,Hapina Shel Israel,Opher food,bootstrap count=1
הפינה_של_ליבי_518,True,0,,הפינה של ליבי,,,,,,,Libby,Going out and restaurants,bootstrap count=1
הפניקס_ביטוח_519,True,0,,הפניקס ביטוח,,,,,,,Phoenix travel insurance,Bulgaria July 2025,bootstrap count=2
הפניקס_גמל_520,True,0,,הפניקס גמל,,,,,,,Transfer : Planned Liya,,bootstrap count=3
הפניקס_גמל_521,True,0,,הפניקס גמל,,,,,,,Transfer : Unplanned Opher,,bootstrap count=2
הפק_מזומן_522,True,0,,הפק מזומן,,,,,,,Transfer : Cash,,bootstrap count=7
הפקדה_523,True,0,,הפקדה,,,,,,,Mikael,Mikael,bootstrap count=1
הפקדות_קופג_524,True,0,,הפקדות קופג,,,,,,=6300,Transfer : Planned Liya,,bootstrap count=24
הפקדות_קופג_525,True,0,,הפקדות קופג,,,,,,=600,Transfer : Unplanned Opher,,bootstrap count=24
הפקדות_קופג_526,True,0,,הפקדות קופג,,,,,,=1000,Excellence,Pilates,bootstrap count=23
הצריף_531,True,0,,הצריף,,,,,,,Hatzrif,Going out and restaurants,bootstrap count=1
הראל_ביטוח_532,True,0,,הראל ביטוח,,,,,,,Harel health insurance,Insurance!,bootstrap count=3
הראל_ביטוח_533,True,0,,הראל ביטוח,,,,,,,Harel insurance,Aikido,bootstrap count=2
הראל_ביטוח_534,True,0,,הראל ביטוח,,,,,,,Harel Aikido,Aikido,bootstrap count=1
הראל_ביטוח_535,True,0,,הראל ביטוח,,,,,,,Harel life insurance,Insurance!,bootstrap count=1
הרצוג_פוקס_536,True,0,,הרצוג פוקס,,,,,,,Herzog Fox Neeman,Investment income and expenses,bootstrap count=1
השקעות_יפר_מרקט_537,True,0,,השקעות יפר מרקט,,,,,,,Cheaper market,🛍️Groceries,bootstrap count=1
השקעות_יפר_מרקט_538,True,0,,השקעות יפר מרקט,,,,,,,minimarket Naor,Aikido,bootstrap count=1
השתיל_מושב_תדהר_539,True,0,,השתיל מושב תדהר,,,,,,,Hashtil moshav tidhar,House and stuff,bootstrap count=6
התבלינים_של_איילת_אינטר_540,True,0,,התבלינים של איילת אינטר,,,,,,,Tavlinim Shel Ayelet,🛍️Groceries,bootstrap count=3
התנועה_ליהדות_מת_541,True,0,,התנועה ליהדות מת,,,,,,,Merhav Horim,Pilates,bootstrap count=1
ואדי_עתיר_542,True,0,,ואדי עתיר,,,,,,,Wadi Atir,🛍️Groceries,bootstrap count=1
ואן_סטופ_מובייל_543,True,0,,ואן סטופ מובייל,,,,,,,One stop mobile,House and stuff,bootstrap count=4
